name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-333,NO,1,0,0,0,0,0,0
GENE-334,NO,1,24,13,59,87,125,162
GENE-335,NO,1,0,0,0,0,0,0
GENE-336,NO,1,0,0,0,0,0,0
GENE-337,NO,1,219,179,181,195,156,234
GENE-338,YES,1,0,0,0,0,0,0
GENE-339,NO,1,0,0,0,0,0,0
GENE-340,NO,1,3,1,0,1,1,1
GENE-341,NO,1,0,0,0,0,0,0
GENE-342,NO,1,0,0,0,0,0,0
GENE-343,NO,1,66,36,50,94,46,41
GENE-344,NO,1,0,0,0,0,0,0
GENE-345,NO,1,31,37,22,32,38,29
GENE-346,NO,1,0,0,0,0,0,0
GENE-347,NO,1,35,31,31,16,33,31
GENE-348,NO,1,5,2,2,1,2,0
GENE-350,NO,1,0,0,0,0,0,0
GENE-351,NO,1,1,3,0,0,4,3
GENE-352,NO,1,0,0,0,0,0,0
GENE-353,NO,1,0,0,0,0,0,0
GENE-354,NO,1,0,0,0,0,0,0
GENE-355,NO,1,0,0,0,0,0,0
GENE-356,NO,1,0,0,0,0,0,0
GENE-357,NO,1,386,340,434,407,303,444
GENE-358,NO,1,104,94,107,95,120,129
GENE-359,NO,1,1,0,1,1,2,0
GENE-360,NO,1,0,0,0,0,0,0
GENE-361,NO,1,0,0,0,0,0,0
GENE-362,NO,1,0,0,0,0,0,0
GENE-363,NO,1,0,0,0,0,0,0
GENE-364,NO,1,0,0,0,0,0,0
GENE-365,NO,1,0,0,0,0,0,0
GENE-366,NO,1,0,0,0,0,0,0
GENE-367,NO,1,0,0,0,0,0,0
GENE-368,NO,1,0,0,0,0,0,0
GENE-369,NO,1,134,238,128,139,107,103
GENE-370,NO,1,3,0,1,0,0,2
GENE-371,NO,1,0,0,0,0,0,0
GENE-372,NO,1,9,8,8,10,12,1
GENE-373,NO,1,191,268,221,308,236,246
GENE-375,NO,1,0,0,0,0,0,0
GENE-376,NO,1,1,0,1,0,0,1
GENE-377,NO,1,166,271,168,230,255,184
GENE-378,NO,1,0,0,0,0,0,0
GENE-379,NO,1,340,296,378,363,302,438
GENE-380,YES,1,0,0,0,0,0,0
GENE-381,NO,1,255,316,357,390,297,298
GENE-382,NO,1,0,0,0,0,0,0
GENE-383,NO,1,0,0,0,0,0,0
GENE-384,NO,1,0,0,0,0,0,0
GENE-385,YES,1,0,0,0,0,0,0
GENE-386,NO,1,47,57,49,73,46,50
GENE-387,NO,1,0,0,0,0,0,0
GENE-388,NO,1,0,0,0,0,0,0
GENE-389,NO,1,0,0,0,0,0,0
GENE-390,NO,1,27,22,22,27,24,17
GENE-391,NO,1,0,0,0,0,0,0
GENE-392,NO,1,9,3,13,13,9,6
GENE-393,NO,1,0,0,0,0,0,0
GENE-394,NO,1,0,0,0,0,0,0
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,0,0,0,0,0,0
GENE-397,YES,1,0,0,0,0,0,0
GENE-398,NO,1,0,0,0,0,0,0
GENE-399,NO,1,0,0,0,0,0,0
GENE-400,NO,1,0,0,0,0,0,0
GENE-401,NO,1,0,0,0,0,0,0
GENE-402,NO,1,0,0,0,0,0,0
GENE-403,NO,1,0,0,0,0,0,0
GENE-404,NO,1,0,0,0,0,0,0
GENE-405,NO,1,1298,1081,467,762,574,1175
GENE-407,NO,1,1,4,0,1,2,0
GENE-408,NO,1,0,0,0,0,0,0
GENE-409,NO,1,0,0,0,0,0,0
GENE-410,NO,1,0,1,0,0,0,1
GENE-411,NO,1,0,0,0,0,0,0
GENE-412,NO,1,0,0,0,0,0,0
GENE-413,YES,1,0,0,0,0,0,0
GENE-414,NO,1,0,0,0,0,0,0
GENE-415,NO,1,0,0,0,0,0,0
GENE-416,NO,1,0,0,0,0,0,0
GENE-417,NO,1,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,NO,1,58,64,77,79,91,60
GENE-420,NO,1,0,0,0,0,0,0
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,4,5,3,1,6,5
GENE-423,NO,1,0,0,0,0,0,0
GENE-424,NO,1,164,120,82,153,133,99
GENE-425,NO,1,0,0,0,0,0,0
GENE-426,NO,1,0,0,0,0,0,0
GENE-427,NO,1,0,0,0,0,0,0
GENE-428,NO,1,0,0,0,0,0,0
GENE-429,NO,1,0,0,0,0,0,0
GENE-430,NO,1,0,0,0,0,0,0
GENE-431,NO,1,0,0,0,0,0,0
GENE-433,NO,1,0,0,0,0,0,0
GENE-434,NO,1,11,12,11,10,8,9
GENE-435,NO,1,0,0,0,0,0,0
GENE-436,NO,1,0,0,0,0,0,0
GENE-437,YES,1,0,0,0,0,0,0
GENE-438,NO,1,0,0,0,1,0,0
GENE-439,NO,1,0,0,0,0,0,0
GENE-440,NO,1,456,210,443,103,303,299
GENE-441,NO,1,0,0,0,0,0,0
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,0,0,0,0,0,0
GENE-444,NO,1,0,0,0,0,0,0
GENE-445,NO,1,0,0,0,0,0,0
GENE-446,NO,1,0,0,0,0,0,0
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,NO,1,0,0,0,0,0,0
GENE-449,NO,1,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,2091,717,1934,1812,1862,1756
GENE-452,NO,1,0,0,0,0,0,0
GENE-453,NO,1,0,0,0,0,0,1
GENE-454,NO,1,0,0,0,0,0,0
GENE-455,NO,1,41,30,25,35,83,33
GENE-456,NO,1,0,0,0,0,0,0
GENE-457,NO,1,3,4,12,8,8,8
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,12,8,8,11,10,7
GENE-460,NO,1,0,0,0,0,0,0
GENE-461,NO,1,122,108,50,78,87,69
GENE-462,NO,1,0,0,0,0,1,0
GENE-463,NO,1,127,133,138,108,109,136
GENE-464,NO,1,1572,1691,1535,1646,1550,1435
GENE-465,NO,1,66,69,67,46,67,60
GENE-466,NO,1,0,0,0,0,0,0
GENE-467,NO,1,0,0,0,0,0,0
GENE-468,NO,1,0,0,0,0,0,0
GENE-469,NO,1,371,353,337,369,420,341
GENE-470,NO,1,0,0,0,0,0,0
GENE-471,NO,1,0,0,0,0,0,0
GENE-472,NO,1,0,0,0,0,0,0
GENE-473,NO,1,35,26,28,32,23,33
GENE-474,NO,1,2718,2314,3364,3820,2487,3435
GENE-475,NO,1,0,0,0,0,0,0
GENE-477,NO,1,0,0,0,0,0,0
GENE-479,NO,1,0,0,0,0,0,0
GENE-480,NO,1,0,0,0,0,0,0
GENE-481,NO,1,0,0,0,0,0,0
GENE-482,NO,1,13,13,8,9,11,10
GENE-483,NO,1,0,0,0,0,0,0
GENE-484,NO,1,0,0,0,0,0,0
GENE-485,NO,1,0,0,0,0,0,0
GENE-486,NO,1,0,0,0,0,0,0
GENE-487,NO,1,24,22,25,26,27,22
GENE-488,NO,1,0,0,0,0,0,0
GENE-489,NO,1,0,0,0,0,0,0
GENE-490,NO,1,0,0,0,0,0,0
GENE-491,NO,1,1576,142,3233,365,182,476
GENE-492,NO,1,1,0,2,1,1,0
GENE-493,NO,1,0,0,0,0,0,0
GENE-494,NO,1,1066,1062,935,998,1082,1150
GENE-495,NO,1,54,32,45,32,44,42
GENE-496,NO,1,0,0,0,0,0,0
GENE-497,NO,1,0,0,0,0,0,0
GENE-498,NO,1,0,0,0,0,0,0
GENE-499,NO,1,0,0,0,0,0,0
GENE-500,NO,1,0,0,0,0,0,0
GENE-501,NO,1,0,0,0,0,0,0
GENE-502,NO,1,2,6,6,2,4,2
GENE-503,NO,1,0,1,0,1,0,1
GENE-504,NO,1,0,0,0,0,0,0
GENE-505,NO,1,680,1043,1208,1340,716,821
GENE-506,NO,1,0,0,0,0,0,0
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,420,337,443,424,399,520
GENE-509,NO,1,0,0,0,0,0,0
GENE-510,NO,1,2,3,1,4,3,5
GENE-512,NO,1,0,0,0,0,0,0
GENE-513,NO,1,2,4,3,1,3,3
GENE-514,NO,1,0,0,0,0,0,0
GENE-515,NO,1,299,352,423,237,404,366
GENE-516,NO,1,0,0,0,0,0,0
GENE-517,NO,1,0,0,0,0,0,0
GENE-518,NO,1,2,3,3,2,5,0
GENE-519,NO,1,0,0,0,0,0,0
GENE-520,NO,1,587,478,640,482,1077,1060
GENE-521,NO,1,0,0,0,0,0,0
GENE-522,NO,1,312,264,224,163,319,387
GENE-523,NO,1,1,0,0,0,0,0
GENE-524,NO,1,54,44,35,49,49,62
GENE-525,NO,1,0,0,0,0,0,0
GENE-526,NO,1,0,0,0,0,0,0
GENE-527,NO,1,113,123,142,124,171,75
GENE-528,NO,1,0,1,0,1,0,0
GENE-529,NO,1,0,0,0,2,0,0
GENE-530,NO,1,53,63,63,87,41,74
GENE-531,NO,1,0,0,0,0,0,0
GENE-532,NO,1,0,0,0,0,0,0
GENE-533,NO,1,0,0,0,0,0,0
GENE-534,NO,1,3228,2431,2587,2811,2529,2283
GENE-535,NO,1,0,0,0,0,0,0
GENE-536,NO,1,0,0,0,0,0,0
GENE-537,NO,1,0,0,0,0,0,0
GENE-538,NO,1,0,0,0,0,0,0
GENE-539,NO,1,0,0,0,0,0,0
GENE-540,NO,1,0,0,0,0,0,0
GENE-541,NO,1,70,22,58,91,70,42
GENE-542,NO,1,84,46,93,47,59,70
GENE-543,NO,1,0,0,0,0,0,0
GENE-544,NO,1,0,0,0,0,0,0
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,0,0,0,0,0,0
GENE-547,NO,1,176,152,97,109,154,128
GENE-548,NO,1,1262,1084,1273,1277,1172,877
GENE-550,NO,1,0,0,0,0,0,0
GENE-551,NO,1,0,0,0,0,0,0
GENE-552,NO,1,1,0,1,0,1,1
GENE-553,NO,1,0,0,0,0,0,0
GENE-554,NO,1,0,0,0,0,0,0
GENE-555,NO,1,0,0,0,0,0,0
GENE-556,NO,1,5,4,4,4,1,5
GENE-557,NO,1,37,33,44,31,40,42
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,NO,1,0,0,0,0,0,0
GENE-560,NO,1,0,0,0,0,0,0
GENE-561,NO,1,0,0,0,0,0,0
GENE-562,NO,1,0,0,0,0,0,0
GENE-563,NO,1,0,0,0,0,0,0
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,1202,536,649,439,505,778
GENE-566,NO,1,0,0,0,0,0,0
GENE-567,NO,1,0,0,0,0,0,0
GENE-568,NO,1,144,93,88,136,112,91
GENE-569,NO,1,0,0,0,0,0,0
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,NO,1,0,0,0,0,0,0
GENE-572,NO,1,0,0,0,0,0,0
GENE-573,NO,1,0,0,0,0,0,0
GENE-574,NO,1,0,0,0,0,0,0
GENE-575,NO,1,0,0,0,0,0,0
GENE-576,NO,1,0,0,0,0,0,0
GENE-577,NO,1,240,225,199,242,203,213
GENE-578,NO,1,0,0,0,0,0,0
GENE-579,NO,1,0,0,0,0,0,0
GENE-580,NO,1,28,39,24,24,28,29
GENE-581,NO,1,0,0,0,0,0,0
GENE-582,NO,1,0,0,0,0,0,0
GENE-583,NO,1,0,0,0,0,0,0
GENE-584,NO,1,479,443,545,518,527,543
GENE-585,NO,1,0,0,0,0,0,0
GENE-586,NO,1,0,0,0,0,0,0
GENE-587,NO,1,0,0,0,0,0,0
GENE-588,NO,1,3639,3628,3264,3372,3565,3316
GENE-589,NO,1,5,3,4,3,6,2
GENE-590,NO,1,0,0,0,0,0,0
GENE-591,NO,1,0,0,0,0,0,0
GENE-592,NO,1,0,0,0,0,0,0
GENE-593,NO,1,4,6,1,1,3,2
GENE-594,NO,1,29,21,19,24,15,18
GENE-595,NO,1,0,0,0,0,0,0
GENE-596,NO,1,0,0,0,0,0,0
GENE-597,NO,1,223,309,214,247,231,200
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,0,0,0,0,1,0
GENE-600,NO,1,0,0,0,0,0,0
GENE-601,NO,1,0,0,0,0,0,0
GENE-602,NO,1,6,4,8,5,11,4
GENE-603,NO,1,0,0,0,0,0,0
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,0,0,0,0,0,0
GENE-606,NO,1,344,413,274,300,555,496
GENE-607,NO,1,0,0,0,0,0,0
GENE-608,NO,1,4349,2646,5109,3481,3525,2940
GENE-609,NO,1,0,0,0,0,0,0
GENE-610,NO,1,0,0,0,1,1,0
GENE-611,NO,1,0,0,0,0,0,0
GENE-612,NO,1,421,452,617,482,569,571
GENE-613,NO,1,63,108,95,163,156,124
GENE-614,NO,1,623,547,715,459,597,545
GENE-615,NO,1,497,569,215,214,319,190
GENE-616,NO,1,0,0,0,0,0,0
GENE-617,YES,1,0,0,0,0,0,0
GENE-619,NO,1,0,0,0,0,0,0
GENE-620,NO,1,0,0,0,0,0,0
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,0,0,0,0,0,0
GENE-623,NO,1,0,0,0,1,0,2
GENE-624,NO,1,0,0,0,0,0,0
GENE-625,NO,1,0,0,0,0,0,0
GENE-626,NO,1,10,6,6,6,9,9
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,0,0,0,0,0,0
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,77,105,88,70,99,90
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,0,0,0,0,0,0
GENE-633,NO,1,1,2,2,1,1,0
GENE-634,NO,1,0,0,0,0,0,0
GENE-635,NO,1,0,0,0,0,0,0
GENE-636,NO,1,0,0,0,0,0,0
GENE-637,NO,1,0,0,0,0,0,0
GENE-638,NO,1,72,46,33,59,56,39
GENE-639,NO,1,0,0,0,0,0,0
GENE-640,NO,1,0,1,0,1,2,1
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,80,73,81,90,93,84
GENE-644,NO,1,0,0,0,0,0,0
GENE-645,NO,1,5,6,7,6,12,5
GENE-646,NO,1,290,291,266,219,227,309
GENE-647,NO,1,0,0,0,0,0,0
GENE-648,NO,1,0,0,0,0,0,0
GENE-649,NO,1,0,0,0,0,0,0
GENE-650,NO,1,0,0,0,0,0,0
GENE-651,NO,1,0,0,0,0,0,0
GENE-652,NO,1,0,0,0,0,0,0
GENE-653,NO,1,85,48,64,68,73,55
GENE-654,NO,1,1631,1609,1672,1635,1634,1698
GENE-655,NO,1,0,0,0,0,0,0
GENE-656,NO,1,0,0,0,0,0,0
GENE-657,NO,1,0,0,0,0,0,0
GENE-658,NO,1,0,0,0,0,0,0
GENE-659,NO,1,0,0,0,0,0,0
GENE-660,NO,1,0,0,0,0,0,0
GENE-661,NO,1,0,0,0,0,0,0
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,YES,1,1,1,1,2,3,3
GENE-664,NO,1,0,1,0,0,0,1
GENE-666,NO,1,0,0,0,0,0,0
GENE-667,YES,1,0,0,0,0,0,0
GENE-668,NO,1,0,0,0,0,0,0
GENE-669,NO,1,0,0,0,0,0,0
GENE-670,NO,1,0,0,0,0,0,0
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,0,0,0,0,0,0
GENE-673,NO,1,0,0,0,0,0,0
GENE-674,NO,1,2037,1721,1527,1135,1709,1628
GENE-675,NO,1,0,0,0,0,0,0
GENE-676,NO,1,1685,1688,1523,1557,1613,1548
GENE-677,NO,1,314,435,188,516,432,1231
GENE-678,NO,1,39,23,25,41,22,17
GENE-679,NO,1,2,3,2,4,3,2
GENE-680,NO,1,564,511,583,516,592,530
GENE-681,NO,1,22,39,25,22,23,37
GENE-682,NO,1,0,0,0,0,0,0
GENE-683,NO,1,0,0,0,0,0,0
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,NO,1,21,32,23,25,28,23
GENE-687,NO,1,0,0,0,0,0,0
GENE-688,NO,1,0,0,0,0,0,0
GENE-689,NO,1,0,1,0,0,0,1
GENE-690,NO,1,0,0,0,0,0,0
GENE-691,NO,1,0,0,0,1,0,0
GENE-692,NO,1,0,0,0,0,0,0
GENE-693,NO,1,0,0,0,0,0,0
GENE-694,NO,1,30,16,32,15,24,19
GENE-695,NO,1,0,0,0,0,0,0
GENE-696,NO,1,0,0,0,0,0,0
GENE-697,NO,1,0,0,0,0,0,0
GENE-698,YES,1,0,0,0,0,0,0
GENE-699,NO,1,0,0,0,0,0,0
GENE-700,NO,1,0,0,0,0,0,0
GENE-701,NO,1,0,0,0,0,0,0
GENE-702,YES,1,2,0,0,1,1,2
GENE-703,NO,1,0,0,0,0,0,0
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,1,0,0,0,0,0
GENE-706,NO,1,0,0,0,0,0,0
GENE-707,NO,1,0,0,0,0,0,0
GENE-708,NO,1,0,0,0,0,0,0
GENE-709,YES,1,0,0,0,0,0,0
GENE-710,NO,1,0,0,0,0,0,0
GENE-711,NO,1,1,0,2,2,2,1
GENE-712,NO,1,0,0,0,0,0,0
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,8,2,2,3,1,0
GENE-715,NO,1,0,0,0,0,0,0
GENE-716,NO,1,0,0,0,0,0,0
GENE-717,NO,1,810,573,1576,986,1240,1864
GENE-718,NO,1,0,0,0,0,0,0
GENE-719,NO,1,0,0,0,0,0,0
GENE-720,NO,1,0,0,0,0,0,0
GENE-721,NO,1,0,0,0,0,0,0
GENE-722,NO,1,1,1,3,1,2,5
GENE-723,NO,1,0,0,0,0,0,0
GENE-724,NO,1,221,207,179,176,156,174
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,8,11,7,1,8,6
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,NO,1,0,0,0,0,0,0
GENE-729,NO,1,0,0,0,0,0,0
GENE-730,NO,1,0,0,0,0,0,0
GENE-731,NO,1,0,0,0,0,0,0
GENE-732,NO,1,26,22,21,24,34,25
GENE-733,NO,1,0,0,0,0,0,0
GENE-734,NO,1,85,80,70,84,66,68
GENE-735,NO,1,0,1,0,0,0,0
GENE-736,YES,1,0,0,0,0,0,0
GENE-737,NO,1,2748,3304,3225,2555,2798,2581
GENE-738,NO,1,0,0,0,0,0,0
GENE-739,NO,1,0,0,0,0,0,0
GENE-740,NO,1,542,665,598,793,633,605
GENE-741,NO,1,0,0,0,0,0,0
GENE-742,NO,1,0,0,0,0,0,0
GENE-743,NO,1,0,0,0,0,0,0
GENE-744,NO,1,0,0,0,0,0,0
GENE-745,NO,1,11,18,10,20,23,12
GENE-746,NO,1,0,0,0,0,0,0
GENE-747,NO,1,0,0,0,0,0,0
GENE-748,NO,1,67,72,49,91,54,53
GENE-749,NO,1,2,3,1,2,1,0
GENE-750,NO,1,245,205,264,230,212,212
GENE-751,NO,1,0,0,0,0,0,0
GENE-752,NO,1,105,92,59,164,136,158
GENE-753,NO,1,0,0,0,0,0,0
GENE-754,NO,1,222,192,255,223,161,227
GENE-755,NO,1,0,0,0,0,0,0
GENE-756,NO,1,133,146,191,182,201,181
GENE-757,NO,1,28,34,33,31,30,31
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,0,0,0,0,0,0
GENE-760,NO,1,0,0,0,0,0,0
GENE-761,NO,1,53,31,40,27,43,34
GENE-762,NO,1,106,163,136,132,177,168
GENE-763,NO,1,0,0,0,0,0,0
GENE-764,NO,1,11,6,3,9,5,6
GENE-765,NO,1,0,0,0,0,0,0
GENE-766,NO,1,0,0,0,0,0,0
GENE-767,NO,1,34,28,35,27,25,39
GENE-768,NO,1,0,0,0,0,0,0
GENE-769,NO,1,0,0,0,0,0,0
GENE-770,NO,1,0,0,0,0,0,0
GENE-771,NO,1,0,0,0,0,0,0
GENE-772,NO,1,10,307,137,161,171,554
GENE-773,NO,1,0,0,0,0,0,0
GENE-774,NO,1,0,0,0,0,0,0
GENE-775,YES,1,0,0,0,0,0,0
GENE-776,NO,1,0,0,0,0,0,0
GENE-777,NO,1,0,0,0,0,0,0
GENE-778,NO,1,16,20,4,10,17,16
GENE-779,YES,1,0,0,0,0,0,0
GENE-780,NO,1,0,0,0,0,0,0
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,NO,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,0,0
GENE-784,NO,1,0,0,0,0,0,0
GENE-785,NO,1,0,0,0,0,0,0
GENE-786,NO,1,0,0,0,0,0,0
GENE-787,NO,1,0,0,0,0,0,0
GENE-788,NO,1,6,7,9,14,9,9
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,0,0,0,0,0,0
GENE-791,NO,1,3959,3992,3417,4974,4270,5768
GENE-792,NO,1,0,0,0,0,0,0
GENE-793,NO,1,68,73,53,69,61,70
GENE-794,NO,1,0,0,0,0,0,0
GENE-795,NO,1,0,0,1,1,0,1
GENE-796,NO,1,701,774,814,809,816,853
GENE-797,NO,1,0,0,0,0,0,0
GENE-798,NO,1,2,1,3,1,1,0
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,NO,1,2592,2651,2801,2777,2553,2654
GENE-801,NO,1,0,0,0,0,0,0
GENE-802,NO,1,0,0,0,0,0,0
GENE-803,NO,1,56,44,55,43,88,95
GENE-804,NO,1,0,0,0,0,0,0
GENE-805,NO,1,0,0,0,0,0,0
GENE-806,NO,1,0,0,0,0,0,0
GENE-808,NO,1,0,0,0,0,0,0
GENE-809,NO,1,58,36,52,57,46,45
GENE-810,NO,1,63,80,78,70,80,71
GENE-811,NO,1,186,1075,2168,1008,427,287
GENE-812,NO,1,0,1,0,0,0,1
GENE-813,NO,1,4,2,8,5,2,8
GENE-814,NO,1,0,0,0,0,0,0
GENE-815,NO,1,1234,1177,790,952,1023,904
GENE-816,NO,1,0,0,0,0,0,0
GENE-817,NO,1,17,8,11,14,16,11
GENE-818,NO,1,0,0,0,0,0,0
GENE-819,NO,1,13,10,13,12,10,11
GENE-820,NO,1,0,0,0,0,0,0
GENE-821,NO,1,185,166,106,196,47,122
GENE-822,NO,1,0,0,0,0,0,0
GENE-823,NO,1,12,10,4,20,13,4
GENE-824,NO,1,0,0,0,0,0,0
GENE-825,NO,1,6,7,3,8,5,6
GENE-826,NO,1,0,0,0,0,0,0
GENE-827,YES,1,0,0,0,0,0,0
GENE-828,NO,1,0,0,0,0,0,0
GENE-829,NO,1,42,52,36,35,48,27
GENE-830,NO,1,253,260,254,271,258,297
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,171,172,166,145,145,154
GENE-833,NO,1,23,34,25,32,37,29
GENE-834,NO,1,2537,2364,2512,2679,2698,2624
GENE-835,NO,1,0,0,0,0,0,0
GENE-836,NO,1,0,0,0,0,0,0
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,NO,1,0,0,0,0,0,0
GENE-839,NO,1,3,1,5,3,1,2
GENE-840,NO,1,28,14,21,14,52,39
GENE-841,NO,1,0,0,0,0,0,0
GENE-842,NO,1,0,0,0,0,0,0
GENE-843,NO,1,0,0,0,0,0,0
GENE-844,NO,1,0,0,0,0,0,0
GENE-845,NO,1,0,0,0,0,0,0
GENE-846,NO,1,0,0,0,0,0,0
GENE-847,NO,1,0,0,0,0,0,0
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,NO,1,0,0,0,0,0,0
GENE-850,NO,1,207,237,192,218,154,187
GENE-851,NO,1,0,0,0,0,0,0
GENE-852,NO,1,0,0,0,0,0,0
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,10,18,13,12,14,12
GENE-856,NO,1,4,1,4,4,7,7
GENE-857,NO,1,0,0,0,0,0,0
GENE-858,NO,1,310,315,336,293,269,317
GENE-859,NO,1,0,0,0,0,0,0
GENE-860,NO,1,0,0,0,0,0,0
GENE-861,NO,1,0,0,0,0,0,0
GENE-862,NO,1,15,12,13,13,11,17
GENE-863,NO,1,0,0,0,0,0,0
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,0,0,0,0,0,0
GENE-866,NO,1,12,18,22,22,22,16
GENE-867,NO,1,0,0,0,0,0,0
GENE-868,YES,1,1,1,2,4,11,7
GENE-869,NO,1,0,0,0,0,0,0
GENE-870,NO,1,0,0,0,0,0,0
GENE-871,NO,1,0,0,0,0,0,0
GENE-872,NO,1,0,0,0,0,0,0
GENE-873,NO,1,0,0,0,0,0,0
GENE-874,NO,1,3,0,1,0,3,5
GENE-875,NO,1,0,0,0,0,0,0
GENE-876,NO,1,112,131,168,129,112,119
GENE-877,NO,1,0,0,0,0,0,0
GENE-878,NO,1,24,11,34,29,22,25
GENE-879,NO,1,0,0,0,0,0,0
GENE-880,NO,1,0,0,0,0,0,0
GENE-881,NO,1,0,0,0,0,0,0
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,0,0,0,0,0,0
GENE-884,NO,1,0,0,0,0,0,0
GENE-885,NO,1,1,0,1,0,0,1
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,NO,1,0,0,0,0,0,0
GENE-888,NO,1,0,0,0,0,0,0
GENE-889,NO,1,0,0,0,0,0,0
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,1559,869,674,1216,1278,1333
GENE-892,NO,1,80,96,100,94,99,77
GENE-893,NO,1,0,0,0,0,0,0
GENE-894,NO,1,318,313,180,244,242,298
GENE-895,NO,1,0,0,0,0,0,0
GENE-896,NO,1,2,1,0,0,1,2
GENE-897,NO,1,874,900,1011,954,805,881
GENE-898,NO,1,0,0,0,0,0,0
GENE-899,NO,1,0,0,0,0,0,0
GENE-900,NO,1,0,0,0,0,0,0
GENE-901,NO,1,0,0,0,0,0,0
GENE-902,NO,1,0,0,0,0,0,0
GENE-903,NO,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,0,0,0,0,0,0
GENE-906,NO,1,0,0,0,0,0,0
GENE-907,NO,1,1,1,0,1,0,0
GENE-908,NO,1,0,0,0,0,0,0
GENE-909,NO,1,0,0,0,0,0,0
GENE-910,NO,1,28,27,30,28,35,33
GENE-911,NO,1,0,0,0,0,0,0
GENE-912,NO,1,1,1,1,0,0,0
GENE-913,NO,1,14,9,18,16,15,17
GENE-914,NO,1,0,0,0,0,0,0
GENE-915,NO,1,0,0,0,0,0,0
GENE-916,NO,1,0,0,0,0,0,0
GENE-917,NO,1,33,26,16,16,24,25
GENE-918,NO,1,0,0,0,0,0,0
GENE-919,NO,1,0,0,0,0,0,0
GENE-920,NO,1,0,0,0,0,0,0
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,0,0,0,0,0,0
GENE-923,NO,1,30,25,50,31,59,29
GENE-924,NO,1,0,0,0,0,0,0
GENE-925,NO,1,0,0,0,0,0,0
GENE-926,NO,1,0,0,0,0,0,0
GENE-927,NO,1,1,1,0,1,1,2
GENE-928,NO,1,0,0,0,0,0,0
GENE-929,NO,1,116,72,92,64,105,42
GENE-930,NO,1,0,0,0,0,0,0
GENE-931,NO,1,0,0,0,0,0,0
GENE-932,NO,1,0,0,0,0,0,0
GENE-933,NO,1,0,1,0,1,3,0
GENE-934,NO,1,0,0,0,0,0,0
GENE-935,NO,1,0,0,0,0,0,0
GENE-936,NO,1,0,0,0,0,0,0
GENE-937,NO,1,1248,817,1322,1291,1173,680
GENE-938,NO,1,659,838,677,944,822,765
GENE-939,NO,1,0,0,0,0,0,0
GENE-940,NO,1,134,147,144,152,160,175
GENE-941,YES,1,0,0,0,0,0,0
GENE-942,NO,1,3,3,3,2,3,5
GENE-943,NO,1,0,0,0,0,0,0
GENE-944,NO,1,0,0,0,0,0,0
GENE-945,NO,1,46,14,140,137,1,40
GENE-946,NO,1,0,0,0,0,0,0
GENE-947,NO,1,0,0,0,0,0,0
GENE-948,NO,1,0,0,0,0,0,0
